a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.523,2.2021,2.6788,2.0156,2.3717,5.3502,1.6534,1.1868,happy
2.1086,2.2535,3.2885,2.0871,2.2565,6.261,1.8585,1.1108,happy
3.2344,1.0796,5.1978,2.2797,1.9344,3.6667,2.5471,1.4636,happy
2.2262,3.8531,3.6257,2.6449,2.663,5.4263,1.8924,1.198,happy
2.6257,2.2857,3.3385,1.5528,2.4793,6.7231,1.8625,1.25,happy
1.9501,2.832,4.1433,2.5013,2.5184,5.3437,1.9377,1.0998,happy
2.471,3.4234,3.9451,1.6172,2.8584,4.4721,2.0616,1.1742,happy
2.095,4.2048,3.0469,1.8774,2.6864,9.0139,1.7205,1.1901,happy
2.3003,2.8853,4.6026,1.6551,2.3271,4.1593,2.2515,1.1715,happy
2.2154,2.7456,4.5757,1.5879,2.6156,5.5,1.8205,1.0,happy
2.1207,2.7203,3.7023,1.8869,2.1935,4.7726,1.9865,1.1114,happy
2.0,3.178,4.0406,1.8907,1.8631,3.1623,2.2453,1.1047,happy
3.039,1.8679,2.665,1.5632,2.2927,4.8166,1.7333,1.4995,happy
1.9981,1.8205,0.0,3.5554,2.1741,4.4721,1.8385,0.9988,happy
2.8425,2.6261,4.1213,2.5672,1.8512,3.2596,2.0073,1.3601,happy
2.0676,4.1868,3.321,2.4211,3.9039,4.4472,1.8542,1.0681,happy
2.1961,2.9483,2.8244,3.1441,2.7948,5.0,2.5,1.1992,happy
2.0438,2.8711,3.2357,2.598,3.4704,4.7726,1.8636,1.0558,happy
1.9054,2.625,4.3238,1.5675,2.7195,14.0,2.0,0.9524,happy
2.2616,1.5033,2.54,1.5824,3.11,4.0,2.085,1.1973,happy
2.707,2.7116,4.1784,2.2127,2.2127,5.099,1.8862,1.2649,happy
1.895,2.3783,3.2707,1.4429,2.2861,6.0208,2.1608,1.0041,happy
2.1778,1.91,2.5939,1.6519,2.3362,6.0083,1.8955,1.1747,happy
2.4296,4.6667,12.0,1.7,1.6883,3.6818,2.0843,1.1451,happy
2.1697,3.0046,5.1716,2.5195,2.27,4.3461,1.9189,1.0,happy
2.1486,3.1842,4.2014,2.3575,3.0676,5.8822,2.2166,1.1042,happy
2.0035,3.7314,7.0,2.1623,2.1771,3.153,2.1552,1.0525,happy
2.8777,1.3969,3.0766,1.5865,1.7057,3.821,2.0756,1.5268,happy
2.2992,2.1954,7.268,1.4385,1.5635,4.5607,2.5,1.125,happy
2.8313,1.7393,2.4283,1.5063,1.6388,4.0,1.6667,1.3636,happy
2.1967,3.7832,4.0396,2.8438,3.6918,4.0139,1.8345,1.0,happy
2.225,3.6056,3.4342,1.9117,4.3873,6.2769,2.0,1.1108,happy
2.9055,2.7019,2.7593,2.0693,2.8738,3.821,2.6171,1.3151,happy
2.0006,3.3333,3.9156,1.3935,2.4837,7.1554,1.75,1.05,happy
2.5,4.0,5.0,1.2227,2.0758,3.3333,2.1,1.25,happy
2.2235,2.2361,3.6159,1.4865,1.9759,5.9666,2.1463,1.118,happy
2.4125,2.8333,3.0316,1.6862,2.9802,5.0111,1.8625,1.2955,happy
2.4878,2.3859,3.4772,1.7592,2.5953,3.7268,2.0881,1.419,happy
2.2785,2.5714,4.0,1.6559,2.1928,3.0104,2.3312,1.168,happy
2.6477,2.838,3.243,1.4097,2.0564,4.4721,2.3505,1.3374,happy
2.0007,2.7143,5.2331,1.823,2.0979,4.3333,2.0769,1.0014,happy
2.4543,2.8555,2.5802,1.4794,2.3674,6.0828,1.7211,1.1736,happy
2.6199,2.1667,4.4,1.9612,1.7886,3.4785,1.9113,1.2332,happy
2.75,3.0,2.7153,1.7542,2.5914,5.5,2.0,1.4167,happy
2.1127,3.0529,3.5909,1.581,3.1612,5.4886,2.0793,1.1011,happy
2.2932,4.1302,3.4169,2.0718,2.4957,3.153,2.0059,1.1173,happy
2.5455,2.2,3.5406,2.1127,2.5248,3.9272,1.9476,1.3636,happy
2.444,3.4525,2.7402,1.6862,2.9482,4.4721,2.0616,1.222,happy
2.1416,2.9833,5.9564,1.7169,2.0884,7.0178,2.1481,1.0056,happy
2.0006,1.6154,3.0267,1.9344,2.2797,4.6667,2.1429,1.0476,happy
2.919,3.0414,2.7072,2.2482,2.2045,3.2358,1.7816,1.2761,happy
2.0093,2.807,4.9377,2.5999,2.3249,3.6702,2.1403,1.092,happy
2.2129,5.7717,2.7602,2.0503,3.0732,3.4059,2.2932,1.3002,happy
1.7507,1.5385,6.0,1.2303,1.8203,5.0249,2.5871,0.95,happy
2.5807,2.3074,4.8331,2.4877,2.5121,3.35,2.5054,1.2903,happy
2.0599,2.8682,5.6352,1.9105,2.2421,5.0,1.8601,1.0148,happy
2.531,3.1623,5.5,2.776,2.776,2.5125,2.0919,1.2271,happy
2.8529,1.4884,4.8331,1.9088,2.0923,4.0497,2.7696,1.5023,happy
2.0083,2.1011,3.7379,1.9364,2.5196,5.831,1.9235,0.9475,happy
2.2655,2.5328,3.3385,1.8245,2.3075,7.7621,1.7816,1.1594,happy
1.8671,2.8858,6.1386,2.4299,2.0828,10.0,2.0555,0.9539,happy
2.755,1.6483,2.6952,1.9719,2.1806,5.3666,1.6667,1.2528,happy
2.3324,4.5069,3.4169,2.4746,2.9119,4.4272,2.1476,1.1701,happy
2.1518,2.7293,4.5128,1.665,2.0381,4.3843,2.2922,1.1563,happy
2.3426,3.5795,3.1455,2.4046,2.6879,6.3246,1.6808,1.2878,happy
2.377,2.0,2.7493,1.8654,2.8992,2.7951,2.5187,1.2542,happy
2.782,1.8062,3.2017,2.0094,2.0094,3.0,2.1461,1.3333,happy
2.6077,2.3616,4.6316,1.9673,1.6604,3.2249,2.0616,1.2484,happy
1.9447,3.1279,3.4169,1.6679,1.7849,3.35,2.5871,0.9986,happy
2.6155,2.4715,2.9364,1.7227,2.1872,6.7231,1.741,1.2708,happy
2.017,1.9831,3.245,1.5951,2.4532,3.8471,2.338,1.0085,happy
2.3825,3.6878,3.3889,2.096,2.0133,4.219,2.0,1.1663,happy
2.922,2.8071,2.3256,1.8417,2.3293,3.7583,1.7972,1.4979,happy
2.3155,2.2804,3.1769,1.3784,2.41,6.5765,2.0,1.1848,happy
2.18,2.2023,3.0157,1.9602,3.1607,4.669,1.9085,1.1352,happy
1.9933,2.2471,3.6598,1.7274,2.1309,3.6702,2.0581,1.0979,happy
2.0804,3.1009,3.1888,1.5092,2.62,8.7464,1.8471,1.0218,happy
2.6154,2.1372,2.7354,1.5868,2.2215,2.6077,1.9941,1.5385,happy
2.1379,3.6461,4.4331,1.5663,2.3819,3.6818,1.8197,1.0726,happy
2.0,3.35,4.1631,2.383,2.3667,2.6789,2.5415,1.0,happy
2.501,1.9799,3.0,1.7618,1.7498,4.0552,1.8924,1.2143,happy
2.3776,4.3461,3.7273,2.0042,2.2268,3.4928,1.9918,1.153,happy
2.4552,3.2358,3.6889,1.8101,2.3642,4.6098,2.2648,1.1636,happy
2.9921,1.8439,3.6128,2.2246,1.9895,4.4944,2.2886,1.3038,happy
2.9249,3.1901,3.9088,2.3928,2.3928,2.9104,2.1098,1.4624,happy
2.0049,2.2672,3.4522,1.4454,2.4539,5.0,2.3022,1.0623,happy
2.0497,3.0185,3.1769,1.9342,2.579,4.4385,1.7869,1.0,happy
2.2361,2.9637,3.2879,1.9996,2.8002,5.0442,1.9923,1.2254,happy
2.0495,2.8714,4.3657,2.0212,2.8297,5.0442,1.9209,1.0957,happy
2.7606,2.3616,2.9764,1.888,2.3348,5.5902,1.7018,1.1656,happy
2.5864,1.7029,3.2356,2.018,2.1883,11.0454,1.8197,1.2484,happy
2.5977,2.4715,2.6299,2.0165,2.9345,3.2882,1.9007,1.1992,happy
2.1707,2.5328,3.9938,1.9456,1.9835,4.717,1.8542,1.0,happy
2.3861,3.5331,3.6415,2.1967,2.7195,2.8141,1.884,1.2658,happy
3.0,1.375,2.4664,2.1095,2.9453,2.6667,2.7528,1.4574,happy
2.0736,2.6671,3.5315,1.7512,2.2321,6.8411,1.7443,1.0505,happy
2.4627,3.25,3.3663,2.6576,2.6576,3.6667,2.0021,1.2332,happy
2.378,3.5089,4.8331,2.275,2.8007,2.8636,2.5495,1.1488,happy
2.0039,3.0,3.1661,1.5511,2.2656,4.5277,2.2114,1.2091,happy
2.6935,3.2558,3.7246,1.8815,2.7689,5.6569,1.9764,1.217,happy
3.1151,1.5765,4.1353,2.0453,2.1716,4.6043,2.6153,1.4142,happy
2.5714,2.3333,2.5562,2.0071,2.9208,3.25,1.9231,1.359,happy
2.0776,3.0,4.7856,1.8086,3.6419,10.4403,1.9746,0.936,happy
2.1911,2.6304,2.8484,1.7203,2.2972,4.3461,1.9941,1.1875,happy
1.953,2.5,3.4737,2.3759,3.1399,3.6056,2.7019,1.0471,happy
2.6582,2.1936,2.1871,1.9828,3.673,3.9594,1.6664,1.4475,happy
2.2859,2.6306,5.0495,2.2907,2.0362,3.0732,2.0722,1.0671,happy
2.245,2.1827,3.2676,1.6065,1.9741,7.4431,1.9709,1.1856,happy
3.0922,1.5556,3.1769,1.6035,1.9054,3.6818,1.9938,1.4545,happy
2.5697,1.7704,2.6465,1.4029,1.9421,5.0111,1.9393,1.3737,happy
2.0505,3.8053,5.4485,2.1734,2.5825,4.111,2.1538,0.9986,happy
2.5278,3.4059,2.7688,2.2165,3.1031,5.6765,1.8213,1.3506,happy
2.3172,3.6056,4.9221,2.6765,3.31,6.4031,1.9178,1.067,happy
2.1759,2.8382,4.0203,1.8348,2.5436,2.2,2.4613,1.1803,happy
3.2533,1.9242,3.0068,1.9267,1.6982,4.2426,1.9379,1.65,happy
2.3606,2.8382,3.5363,2.0264,3.1096,4.1231,2.2361,1.2346,happy
2.3324,2.5754,2.9783,1.6274,2.5783,3.5089,1.9962,1.1649,happy
2.1473,3.3375,3.3855,1.5963,2.5927,5.0695,1.8724,1.1529,happy
2.6,5.0,3.5725,1.9339,3.333,4.3461,2.1475,1.3333,happy
1.9656,2.2361,3.2849,2.2773,1.6649,2.8406,1.9226,1.0129,happy
2.4667,7.5,3.0207,1.6413,2.8574,3.25,2.0,1.2,happy
3.2542,1.4471,2.6499,1.5815,1.6637,3.0,1.9502,1.5452,happy
2.8071,3.75,2.4769,2.2574,2.7193,2.6306,2.1302,1.335,happy
2.0009,2.4286,3.4759,1.9199,2.2813,12.0,2.0017,1.0588,happy
2.2851,2.9637,4.8284,3.0355,2.2386,4.7539,1.5314,0.9446,happy
2.1242,4.3925,6.3753,2.5183,1.8845,3.4041,1.794,1.0549,happy
2.3859,2.2535,3.3997,1.9762,2.2897,4.0139,2.4083,1.1649,happy
1.6673,3.3971,4.1827,1.6148,3.2055,7.0178,2.0,0.9168,happy
2.0,2.8844,3.5237,2.3313,3.0754,4.6428,2.0026,1.0108,happy
1.9526,1.6609,3.0451,1.9936,1.4168,3.5,1.8695,0.9513,happy
2.486,3.243,3.6878,2.0229,2.147,3.2988,2.4251,1.3477,happy
2.6122,3.1684,3.5303,1.5415,1.5475,3.8348,1.6601,1.2925,happy
2.0919,4.02,5.0208,2.3998,3.5941,3.153,2.2361,1.0495,happy
2.6249,2.5795,3.485,2.0184,2.8983,2.7735,1.7335,1.5376,happy
2.6616,2.5055,3.0,1.6271,2.3282,3.2882,2.1302,1.3985,happy
2.2461,4.717,3.7892,1.7282,2.1809,5.7009,1.8339,1.1889,happy
2.5698,3.1623,3.9559,2.2167,2.0612,2.6683,2.2057,1.2542,happy
2.277,2.5754,3.5178,1.9824,3.1151,4.3461,2.153,1.1701,happy
2.1248,2.4698,4.1358,2.0066,2.5673,3.9115,2.1405,1.0558,happy
2.5312,3.0067,3.25,2.0153,2.4517,3.5355,1.8398,1.2639,happy
2.0832,4.7109,4.8179,2.3171,3.0922,3.2,2.3758,1.1664,happy
1.8872,3.1842,4.8331,2.1153,3.1248,4.3461,2.0835,0.9959,happy
1.9979,2.718,3.1052,1.4884,2.9104,7.0178,1.925,1.0,happy
2.2667,3.0,6.0,3.0104,2.4083,3.6818,2.1729,1.1333,happy
2.3778,3.8881,2.8524,2.0984,2.518,4.7434,1.7385,1.1868,happy
2.5155,1.7144,3.021,2.1633,2.3116,5.099,2.4258,1.2507,happy
2.1363,2.1979,3.485,1.7941,3.1716,4.7726,1.8806,1.1634,happy
2.6438,2.7456,2.5713,2.0587,3.5161,3.5089,1.7826,1.4286,happy
2.4177,2.4715,3.1741,1.4186,1.7942,5.3666,1.8503,1.1328,happy
2.2701,1.5855,4.7835,2.1189,2.4001,3.9623,1.9287,1.0807,happy
2.3148,1.531,3.1734,1.132,1.6326,4.3843,2.1504,1.2393,happy
2.0256,2.4572,3.2278,1.624,3.0623,6.2129,2.0,1.125,happy
2.4208,1.2196,3.4169,1.5406,1.9068,6.7676,1.8609,1.1742,happy
2.4471,1.6044,4.5128,1.7987,1.7725,2.6789,2.3971,1.2542,happy
2.3393,2.5714,3.1269,1.6971,2.4464,3.6461,1.9967,1.1667,happy
2.2154,2.8,3.6943,2.0592,2.932,3.3333,2.2023,1.2164,happy
2.1083,2.1011,3.6576,1.4462,2.0038,4.0552,2.4783,1.1611,happy
2.0529,2.8607,8.0355,1.3092,1.8703,4.6786,2.2087,1.1486,happy
2.233,2.6422,2.78,1.3449,2.1792,3.1901,2.2682,1.1223,happy
2.1769,2.7113,6.1415,3.0242,2.0234,5.099,2.1697,1.0,happy
1.8088,2.4838,3.9088,1.4987,2.3696,4.3843,2.141,1.0534,happy
1.9475,2.718,2.9569,1.8627,2.5822,6.261,2.0,1.0512,happy
2.1558,2.3026,4.4671,2.0865,1.8472,3.4306,1.9217,1.0,happy
2.0043,2.8382,4.8331,1.9501,2.3172,4.0139,2.1656,1.0635,happy
2.0966,3.1145,3.9453,1.7287,2.5931,5.0111,2.1992,1.1388,happy
2.1296,2.5055,5.1029,2.0042,2.2268,7.8102,1.813,0.9978,happy
2.1674,4.3656,6.5,2.6077,2.5571,3.5,1.8571,1.0,happy
2.4902,2.9774,3.4181,2.2189,2.803,3.6461,2.0664,1.2748,happy
2.1173,2.7996,3.0207,1.6745,2.886,4.3333,2.0015,1.0586,happy
2.1773,2.4042,3.4342,1.5885,2.2022,4.3333,1.9246,1.1192,happy
1.7727,2.2,5.0083,2.3482,3.1309,3.4928,2.535,0.9091,happy
2.3538,2.6675,2.5778,1.8668,3.6861,6.4031,1.8636,1.5157,happy
2.1328,3.0067,5.0,1.6863,2.0037,5.5227,2.0843,1.1328,happy
2.3166,2.3707,3.4868,1.7095,2.5783,3.4726,1.9216,1.1319,happy
1.9412,4.0,3.2817,1.7932,2.0255,5.5317,1.824,1.0589,happy
1.8651,2.6775,3.4435,1.6065,2.3694,6.0828,2.1773,0.9903,happy
3.0066,1.4887,2.35,2.0155,2.4558,3.1279,2.0145,1.5549,happy
2.0407,1.9063,3.7582,2.0541,1.8841,6.5765,1.9899,1.1067,happy
2.1086,3.0046,3.4522,1.3781,2.1834,3.153,2.0783,1.0554,happy
2.5977,4.7539,4.8284,1.992,2.3996,2.9104,2.09,1.2708,happy
2.0,3.0,3.2885,2.055,3.4315,4.6667,1.8571,1.0556,happy
2.5303,2.5808,3.0116,1.5803,3.1607,4.827,1.9925,1.238,happy
2.6497,2.4286,3.0,1.9644,2.2315,3.638,2.0011,1.1779,happy
2.2491,2.0039,3.1588,1.7705,3.9589,4.3461,2.0,1.1245,happy
2.1225,1.7678,6.7327,2.3882,2.7293,2.6874,2.3599,1.063,happy
2.0586,2.8382,3.2341,2.3575,3.3752,5.8138,1.7759,1.0052,happy
2.8875,1.7205,3.0414,1.8264,2.2002,3.3333,2.3195,1.407,happy
2.637,2.2361,2.3212,1.4487,1.7969,3.35,2.0295,1.4277,happy
2.4546,2.7735,5.584,1.9712,2.3736,5.0,1.9308,1.1511,happy
2.6257,1.6,7.0,2.9615,2.1153,3.0,3.2222,1.3125,happy
3.3491,1.8289,2.3089,1.7171,2.0373,4.5607,1.7125,1.3546,happy
2.642,5.0,2.9119,2.6783,3.0018,3.0923,2.0989,1.1815,happy
1.9093,3.1461,2.6413,1.4487,2.3495,4.4385,2.0711,1.0483,happy
2.1027,2.8607,5.437,1.8828,1.8828,4.6786,1.925,1.0,happy
2.3022,3.8348,3.9602,1.6967,2.4225,4.111,2.0439,1.2602,happy
2.1481,2.3074,4.4331,1.6281,1.9345,4.0249,2.4545,1.0711,happy
2.4713,2.125,3.7833,2.0454,2.1908,4.111,2.2308,1.2353,happy
2.2148,3.6222,3.7678,3.029,2.5242,5.1478,1.791,1.2198,happy
2.4413,2.6261,3.6586,1.7994,2.1465,2.6789,2.2195,1.2349,happy
2.3505,6.6667,4.873,4.2918,2.929,3.3955,2.2868,1.201,happy
2.2295,1.4399,18.0,3.2033,1.922,4.0,2.3783,1.0765,happy
2.1973,2.8607,2.6349,1.5017,2.6766,4.7434,2.0011,1.0986,happy
2.202,3.6056,6.1269,2.0117,3.31,4.5277,2.0,1.0505,happy
2.325,2.2464,6.1352,2.427,2.6477,4.3461,2.306,1.1648,happy
2.0697,2.9774,3.485,1.7106,2.3075,5.8822,1.9899,1.0621,happy
2.2269,1.7032,2.8484,1.5616,2.4246,3.6818,2.6395,1.1742,happy
2.332,2.1476,3.4522,2.015,3.9239,4.0139,2.0828,1.2047,happy
2.1245,2.6355,4.0,3.0425,2.668,3.7947,2.0,1.0604,happy
2.0506,4.0,5.541,2.7352,2.3245,3.2596,2.153,1.0512,happy
2.3485,3.4234,4.5798,2.8445,2.8724,3.1623,2.2361,1.1742,happy
2.1319,2.357,5.0495,2.6025,2.5631,2.8636,2.2196,1.07,happy
2.0655,2.9678,2.7031,1.6523,3.3501,5.5902,1.9759,1.0655,happy
1.9971,2.6719,3.6943,2.118,3.4371,12.0,1.8352,1.0604,happy
2.0506,2.4807,3.6749,1.6359,2.5918,6.2769,1.9962,1.05,happy
2.1108,3.3044,4.8327,2.6846,2.6846,3.8243,1.7843,1.0062,happy
2.2216,2.5754,2.7138,1.9823,4.5492,4.4272,2.0727,1.1662,happy
2.3859,2.6,3.1429,2.0101,3.3501,3.4785,1.9091,1.2308,happy
3.6202,2.9155,3.4947,2.1348,1.8018,2.7487,2.831,1.7657,happy
2.4946,1.8744,4.7502,2.2162,1.9816,3.6056,2.2634,1.1701,happy
2.4094,2.4715,2.9708,1.734,3.4233,4.0552,1.9066,1.0726,happy
2.0,2.4286,4.0,1.5068,2.5969,5.5,2.1818,1.0,happy
2.1326,2.7113,4.3918,2.2403,2.5544,5.5317,1.824,1.0,happy
2.8598,3.2988,2.9073,2.5003,2.6641,2.6173,2.2426,1.3028,happy
2.26,6.3421,2.4501,2.0714,3.1872,2.6,2.3077,1.1575,happy
2.0691,4.5607,4.316,2.1891,3.5827,4.8374,1.8234,0.952,happy
1.9303,2.506,3.1545,1.8801,2.2684,5.8822,1.9007,1.0,happy
2.0499,2.2114,5.0208,1.7542,1.8511,5.0,2.071,1.0986,happy
2.3357,2.5495,3.1741,1.7734,3.135,4.6786,1.8538,1.1108,happy
2.4407,2.6304,3.6128,1.7703,2.6676,4.3461,2.0722,1.1319,happy
2.8299,2.7613,3.0007,1.8325,2.256,5.099,1.8862,1.1908,happy
2.2354,2.0152,3.8713,1.8679,2.1434,4.8374,1.7951,1.064,happy
2.3852,2.0031,3.7656,1.7189,2.0908,3.6461,1.9956,1.1649,happy
2.3712,1.5952,2.8284,1.8011,2.8018,6.5,2.0783,1.2476,happy
2.1605,2.7143,2.6716,1.8099,2.6333,5.3333,1.9415,1.2643,happy
1.9444,3.0,3.0,1.5876,2.1794,4.3333,2.0,1.0,happy
2.4982,4.0078,2.3256,1.8599,2.5783,2.7526,1.925,1.2491,happy
2.9877,2.7613,4.9656,2.0803,1.9114,3.35,2.1891,1.4486,happy
2.2199,2.6077,3.2284,1.8435,2.7434,6.603,1.7479,1.11,happy
2.1628,3.4525,3.3963,1.6021,2.2435,6.6708,1.9109,1.0,happy
2.1607,3.7314,3.6576,1.985,2.5106,4.7434,2.0011,1.1575,happy
2.2195,2.2535,2.5,1.8628,2.3708,4.6667,2.0,1.1649,happy
2.2857,2.8,6.0,2.6729,3.1488,4.9396,1.9938,1.1451,happy
2.2287,3.7468,2.8419,2.0053,2.1797,3.8881,1.9498,1.2219,happy
2.4726,4.1302,3.4342,2.1845,2.8733,3.0414,2.3016,1.1157,happy
2.1185,3.334,3.7346,1.9208,1.5303,4.6786,1.7114,1.0605,happy
1.9239,2.5495,5.5902,2.1834,3.1774,5.0111,1.8071,0.956,happy
2.0,2.6516,2.925,1.466,2.9177,9.0554,1.852,1.1843,happy
2.8844,1.3868,4.5757,2.077,2.0567,3.5355,3.0,1.3535,happy
2.0966,3.1145,3.9453,1.7287,2.5931,5.0111,2.1992,1.1388,happy
2.3555,3.5089,4.5541,2.9411,3.0316,4.9396,2.1,1.2196,happy
2.4676,3.0,3.7379,2.5083,2.4837,3.7947,2.1731,1.2019,happy
2.1128,3.1279,5.0726,2.1435,1.9932,4.6786,1.9289,1.0,happy
2.5612,2.325,3.9287,1.6491,1.9136,4.4944,2.2093,1.2104,happy
2.6691,2.3616,9.0,3.3506,2.438,3.35,1.8932,1.0,happy
2.1111,2.25,2.7833,1.5052,1.9932,7.0,1.9286,1.1667,happy
2.171,3.0185,2.5127,1.6243,3.5951,10.0,2.0,1.1648,happy
2.1931,2.8636,4.5757,1.4071,1.6038,3.5355,2.0881,1.137,happy
2.524,1.9667,3.3037,1.5167,1.9331,4.1231,2.0785,1.3048,happy
2.0367,3.7268,4.0713,1.4926,2.7428,6.7676,2.2056,1.1841,happy
2.1715,3.1623,5.2021,1.6307,2.5279,5.8138,1.8605,1.1232,happy
2.3877,2.2011,3.2951,1.8821,2.325,6.5115,1.8326,1.172,happy
2.6,2.1429,2.9521,1.4179,2.2825,3.2596,2.2242,1.4016,happy
2.0623,3.5301,3.931,2.0861,3.0817,4.1231,1.9956,1.057,happy
2.5435,2.2804,2.7624,2.2223,2.0797,6.5,2.1593,1.2419,happy
2.1735,8.5147,4.0535,3.2739,3.2243,3.7583,1.7308,1.1744,happy
2.7017,1.7448,3.008,1.7596,2.1049,3.414,1.8284,1.436,happy
2.1555,3.0537,3.5167,2.3595,2.4533,3.863,2.0,1.0674,happy
1.8768,3.9392,8.9304,1.5208,2.1383,6.3246,2.0112,0.9534,happy
2.946,2.6173,3.2639,2.0989,2.63,3.6056,2.0,1.4322,happy
2.4166,2.3672,5.3504,1.9519,2.0224,4.5277,2.2333,1.1543,happy
2.6485,3.6162,3.4564,1.7273,1.7268,2.8141,2.028,1.3731,happy
2.1674,3.5301,3.7346,1.9225,2.9881,4.6667,2.0727,1.1125,happy
2.7455,1.0947,2.5495,2.1621,2.1409,3.7947,1.7579,1.2484,happy
2.1296,3.7583,5.2758,2.4087,3.127,10.0,1.9026,0.8647,happy
2.4314,4.0311,3.7105,2.7145,3.4079,5.099,1.6551,1.2542,happy
2.1111,2.5714,3.5355,1.8708,2.5935,3.7947,2.4181,1.1667,happy
2.1098,4.3925,3.7023,1.703,2.9648,7.0711,1.8601,1.0621,happy
2.1605,3.1667,2.5222,1.9311,2.9713,4.111,2.1538,1.1579,happy
2.0,3.0314,3.502,2.0528,2.4729,6.6708,1.927,0.9471,happy
2.302,4.3656,5.6582,1.6268,2.3278,4.7539,1.9336,1.168,happy
2.2625,3.171,3.4181,2.2715,2.9204,3.25,2.4663,1.2134,happy
2.1108,2.0031,3.2707,1.4514,1.9219,4.0139,2.2484,1.0554,happy
2.5186,2.6762,3.0193,1.6575,2.6464,5.099,2.0,1.3859,happy
2.4328,4.0078,3.8695,2.305,2.7122,4.0,2.3333,1.2476,happy
2.6165,3.25,2.6375,1.3156,2.5914,4.4272,1.7871,1.3846,happy
2.1405,3.3248,2.376,1.6665,3.0182,5.3748,1.9933,1.2401,happy
1.9481,3.1667,6.5769,2.1701,3.2552,6.5,2.0826,1.0014,happy
2.0,2.25,3.1568,1.9549,2.1459,5.831,1.9956,1.0015,happy
2.6682,3.7583,3.0316,2.265,3.3461,3.5089,2.0711,1.332,happy
2.8579,1.9849,2.5071,1.5524,1.77,3.7583,1.8071,1.503,happy
2.4299,3.357,2.4857,2.1629,2.2945,4.7854,1.7496,1.1916,happy
2.501,1.7365,3.4522,2.508,4.18,3.2596,1.8423,1.2877,happy
2.0669,2.6062,5.1575,1.7727,1.7727,4.111,2.2624,1.1005,happy
2.2067,3.7963,3.8439,1.8711,2.5499,3.1732,2.0213,1.1579,happy
2.2891,3.3044,3.2898,1.7664,2.1098,3.8881,1.9377,1.0991,happy
2.4676,1.875,2.8142,1.823,2.2995,2.9104,2.3348,1.3333,happy
2.1481,2.3074,4.1305,1.828,2.2504,4.5277,2.2333,1.0782,happy
2.3343,2.5,3.4315,2.2639,2.8859,6.5,1.7709,1.0687,happy
2.1015,2.9732,5.5672,1.5479,2.5295,5.4129,1.8148,1.0981,happy
2.0,2.4207,2.6851,2.0285,3.0427,4.3461,1.9235,1.058,happy
2.3433,2.414,3.5183,1.5803,2.0886,3.1145,2.3441,1.1942,happy
2.7677,5.0596,3.4314,2.0555,2.0255,3.6461,1.9967,1.3764,happy
2.3304,3.6056,2.8987,1.9428,4.4138,6.261,1.9299,1.0539,happy
2.1697,2.9637,4.0276,1.4478,2.8518,7.0178,1.8579,1.0554,happy
2.0499,3.3375,5.0083,2.0025,2.8036,5.5,2.6379,1.0499,happy
2.0525,2.114,4.6904,2.8879,2.4374,4.0139,2.4969,1.1611,happy
1.7645,3.5,4.306,2.9275,3.6594,7.0178,2.0674,1.0011,happy
2.568,3.4004,3.899,2.5116,3.2748,3.8006,1.7759,1.093,happy
2.0,3.1128,4.4091,2.2641,2.5376,6.1847,1.8665,1.0,happy
2.4195,2.6874,3.6598,2.6487,2.0264,5.0695,1.6326,1.1848,happy
2.4755,2.126,2.8766,1.2017,2.6837,4.3461,2.153,1.3985,happy
2.0405,4.1515,4.0645,1.5169,3.4811,3.5355,2.1052,1.0085,happy
2.1851,3.1921,2.8104,1.8106,2.8067,3.43,1.9416,1.0416,happy
2.2469,2.2655,3.5566,1.9412,2.6184,2.7653,2.4463,1.1555,happy
2.0533,3.8,3.2885,1.5675,2.2597,5.0,1.8667,1.0526,happy
2.5659,1.9849,2.5343,1.4318,2.5652,4.0139,2.1608,1.4267,happy
2.2091,2.466,2.75,2.0,1.8949,8.4853,1.752,1.0,happy
2.2133,1.9849,6.0,1.5998,2.3998,4.5,2.336,1.1422,happy
2.0217,1.877,9.2221,1.792,2.2497,5.099,1.8862,0.9345,happy
1.9981,3.3375,3.5,2.4679,2.9325,4.6667,2.2143,1.0487,happy
2.0761,3.3397,3.0129,1.4172,1.7476,3.8471,1.9066,1.0,happy
2.5339,2.2464,4.2586,1.8103,2.326,3.6401,2.242,1.4619,happy
2.2178,2.875,3.1017,1.3444,2.4915,3.6,2.225,1.3072,happy
2.1662,3.0046,3.7346,1.7914,3.0875,4.111,2.0015,1.0539,happy
2.1079,3.1667,3.8149,1.7996,2.4705,4.3333,2.0783,1.0014,happy
1.9454,3.171,6.5,2.5,3.125,3.7947,2.0833,0.9461,happy
2.1108,3.9419,5.2647,1.5876,2.167,3.2596,2.2453,1.0554,happy
2.719,2.5148,3.485,2.1898,2.6379,2.6101,2.6301,1.2693,happy
2.1934,4.6653,2.7987,2.2327,3.3894,3.8881,2.0049,1.2058,happy
2.2749,3.6056,6.4075,1.7032,1.9419,3.0,2.5,1.1649,happy
2.1218,2.6719,5.5,2.2226,2.7782,6.0208,1.9119,1.0623,happy
1.7972,3.7583,4.335,2.2293,3.8699,3.6056,2.3859,0.9313,happy
2.3128,7.8502,3.3214,2.311,2.8483,3.4234,2.1742,1.1788,happy
2.2384,2.8382,5.2331,1.9765,2.4045,4.3461,1.9235,1.1173,happy
