a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.3555,2.3393,4.3609,1.9871,2.5331,4.5277,2.3426,1.1488,happy
1.901,2.2333,5.1514,1.3895,2.2674,4.4385,2.1481,1.0991,happy
2.0453,3.9419,5.6,2.063,2.6286,3.0104,2.5798,1.0957,happy
1.7715,2.447,3.6749,1.6767,2.6771,7.0,2.0714,0.9536,happy
1.9447,1.6916,4.8331,1.7703,2.3347,5.0,2.4021,1.0017,happy
2.1935,3.0136,4.2656,1.9478,2.3822,6.0369,1.7678,1.1861,happy
2.3164,2.375,3.6749,1.6875,2.4545,7.0,2.144,1.1579,happy
2.6467,1.9799,2.75,1.9008,2.2675,4.111,1.8462,1.2857,happy
2.25,1.3333,4.3609,2.3211,1.7757,3.3333,2.4021,1.0643,happy
2.5312,2.8382,3.4181,1.5018,2.251,2.5495,2.3859,1.3519,happy
2.6351,2.4105,3.2351,2.2776,2.9659,6.7082,2.0923,1.2241,happy
2.0525,2.718,4.6904,1.7822,2.2742,3.2596,2.2255,1.0525,happy
2.5055,1.3333,4.1,3.402,2.5128,4.0311,2.4838,1.2528,happy
2.3166,5.0442,3.8803,2.9554,3.2615,4.4721,1.5811,1.2059,happy
2.4016,2.4207,3.8116,1.842,1.6154,3.153,2.0826,1.2282,happy
2.5189,2.4878,2.6811,1.7915,2.0901,4.3333,2.1593,1.3233,happy
2.0244,2.8711,2.6173,1.5342,2.671,6.0828,1.9347,0.9885,happy
2.0109,2.0531,4.1231,1.646,2.3314,12.2066,2.053,1.0568,happy
2.3991,2.0025,3.3278,2.006,2.4881,4.25,2.0035,1.2494,happy
2.6238,3.5518,3.5202,1.5502,2.3396,3.7583,2.0717,1.3298,happy
2.1747,3.5355,3.047,1.9415,2.6653,7.0178,2.0,1.1662,happy
2.4624,2.1922,2.5495,2.0369,2.017,3.4801,2.1159,1.2188,happy
2.1747,2.9637,3.4169,1.5555,3.0415,4.4385,2.0063,1.1701,happy
2.0558,3.3641,3.7464,1.6758,2.5934,4.669,2.1524,1.0182,happy
2.0958,2.3191,3.3689,1.45,2.4001,5.0,2.1333,1.1438,happy
2.5656,3.863,2.7072,2.3362,2.1198,4.3732,1.7131,1.0673,happy
2.4021,2.5,3.2,1.5065,1.9369,3.2882,2.2821,1.15,happy
2.2541,7.2111,3.1327,1.4352,2.2693,4.7854,1.7232,1.1848,happy
2.11,3.7468,3.7678,1.7721,2.1934,3.1623,2.4734,1.1622,happy
2.5661,3.5314,3.2116,1.7485,2.4282,2.3409,2.4658,1.3494,happy
1.9822,2.8504,3.8413,1.7897,2.4194,3.4059,2.7038,1.1582,happy
2.5973,2.2361,3.711,1.7468,1.9316,3.2249,1.9265,1.2558,happy
2.4673,2.9678,3.1427,1.5648,2.9355,3.6461,1.8814,1.4018,happy
2.0526,2.7143,3.8065,2.253,2.7036,3.75,1.8679,1.0526,happy
1.8828,2.4328,4.8662,1.5032,2.1045,4.4721,2.4021,1.0635,happy
2.5633,3.1379,2.7717,1.9395,3.727,5.831,2.1598,1.2516,happy
2.0,2.432,2.8529,1.309,1.9544,4.111,2.3896,1.0454,happy
2.4562,2.2,4.5757,1.359,1.7217,4.5277,2.2114,1.1818,happy
2.0459,2.9732,3.7833,1.615,2.1406,7.0178,2.0,1.0475,happy
2.1925,2.5216,3.8405,1.9847,2.5845,4.8074,1.9265,1.103,happy
2.4385,3.2249,2.8244,1.8844,3.807,3.5355,1.93,1.2542,happy
1.955,2.6178,4.1468,1.9165,2.2937,5.4975,1.8826,1.0564,happy
2.3889,4.3656,3.7833,1.9849,2.7796,8.0,1.8125,1.2222,happy
2.1966,2.7735,5.0288,2.0818,2.5745,4.5277,2.452,1.063,happy
1.9912,2.325,5.099,2.4494,2.4865,4.1231,2.4525,1.0,happy
2.4676,2.5,3.0,1.6676,1.9322,3.6667,2.3636,1.2667,happy
2.4621,3.7583,4.6904,1.717,3.0048,3.6818,2.3557,1.332,happy
2.2268,2.432,3.245,1.877,1.7608,6.0093,1.7759,1.0907,happy
1.8952,2.5084,3.7656,1.6442,3.0607,6.3246,2.0616,1.0431,happy
2.7765,5.831,4.5493,2.7947,2.5847,3.2988,2.4083,1.3416,happy
2.4725,3.5331,4.2154,2.6333,2.8906,3.2062,2.0,1.2625,happy
2.0958,3.5,2.5222,2.0555,3.1522,5.3333,1.9385,1.0487,happy
2.3088,4.0078,4.2103,1.5675,2.7491,4.0139,2.2484,1.2491,happy
2.6165,2.2361,4.6111,2.3222,2.1701,2.0,2.6178,1.2558,happy
2.6034,3.75,3.0689,2.6045,2.8624,3.4041,1.7826,1.2667,happy
2.0006,2.5,2.5495,1.4487,2.1582,5.8138,2.2308,1.05,happy
2.6229,1.4574,2.6065,1.7903,2.2845,3.2596,2.0722,1.2491,happy
2.4192,2.0934,2.5408,2.7341,2.328,3.0,1.9037,1.2652,happy
1.7657,2.8333,6.0414,1.1163,2.527,5.5227,2.0843,1.0017,happy
2.883,3.7101,2.9047,2.8587,4.3076,4.4385,2.0772,1.314,happy
1.9508,2.9732,10.0474,1.9787,2.089,4.0,2.5055,0.9525,happy
2.6904,4.0,2.6667,1.8297,2.0805,2.4,2.5847,1.4375,happy
2.1287,1.4545,3.0414,1.3269,1.6331,4.0139,2.0778,1.1891,happy
2.332,1.5866,6.4701,2.8008,2.0197,3.1901,2.2257,1.1103,happy
2.238,2.1012,3.1948,1.4367,1.9924,5.3666,1.9454,1.1285,happy
2.0529,3.2921,5.4018,2.3646,3.5469,4.0139,2.4098,1.0499,happy
2.4469,4.9381,4.2028,2.5669,3.5953,3.638,1.923,1.202,happy
2.3512,2.3074,2.6952,1.6704,2.2273,5.5227,1.9918,1.2133,happy
2.6088,2.557,2.9443,2.0062,1.9866,3.3333,2.1095,1.153,happy
1.9667,2.6762,5.5909,2.1587,2.6696,5.099,1.9787,1.0131,happy
2.0769,3.25,5.0495,2.2638,3.0185,10.0,1.8028,1.0769,happy
2.4009,2.5,2.914,1.8411,1.6903,3.6667,2.1818,1.2,happy
1.8542,3.0136,3.8352,1.6243,2.5935,5.831,2.1693,1.0056,happy
1.9003,3.3375,4.4096,1.6274,2.5533,4.3461,2.1489,0.9988,happy
2.2299,2.9637,4.1127,2.7166,2.4476,4.3461,2.0765,1.0554,happy
2.0556,3.0,8.0552,1.8838,2.2384,3.0,2.0833,0.9444,happy
2.1579,3.8,3.4342,1.9301,2.7027,4.6667,2.0727,1.1065,happy
2.2661,2.3672,4.6078,2.1983,2.3803,3.5082,2.0555,1.0422,happy
2.0083,2.6907,4.4526,1.703,1.9932,4.4385,1.8647,1.0564,happy
2.7327,3.1684,2.9042,1.5566,1.8153,3.2988,2.186,1.2333,happy
2.3312,2.3616,3.8197,2.3041,2.375,5.0249,1.9926,1.1656,happy
2.1759,4.2573,4.357,2.2436,2.3974,3.25,2.1552,1.1157,happy
2.1213,3.4059,3.4169,2.4555,3.0828,4.1231,2.0,1.0586,happy
3.0067,2.5,2.4283,1.5885,2.095,3.3333,2.0,1.6,happy
2.0136,2.3825,4.1715,2.4632,2.3134,4.219,2.0182,1.0,happy
2.4847,2.7131,4.0793,1.6986,1.9681,3.3354,1.9109,1.1816,happy
2.1289,3.2888,4.0123,2.1006,2.0844,4.6667,2.5754,1.0894,happy
2.1674,2.0,7.0,1.8602,2.1773,6.0,2.3333,1.2222,happy
1.8242,3.3397,3.9287,1.7665,2.5706,3.35,2.1981,0.9414,happy
2.414,6.0208,2.5248,2.6538,3.4452,3.6667,2.0021,1.2484,happy
1.9545,2.75,2.9204,1.7545,2.7526,3.75,2.0011,1.0,happy
1.9506,2.5,5.1978,1.7815,2.0852,3.8079,2.3268,1.0012,happy
2.2436,3.904,3.1661,2.0002,2.4136,9.0139,1.8314,1.1901,happy
2.1999,3.357,3.616,2.0831,4.1124,6.5765,1.8499,1.1237,happy
2.0,3.4059,3.6943,1.8414,2.7445,6.5192,1.8423,1.0052,happy
2.6762,4.0804,2.561,2.3638,3.2828,3.2016,2.4114,1.3333,happy
3.054,3.3993,3.6649,3.164,2.337,5.099,1.6927,1.2898,happy
2.2932,1.5481,3.7833,2.2581,3.3818,4.7539,1.9336,1.2346,happy
2.4425,4.2426,3.5855,1.6645,2.8546,4.219,1.8542,1.2054,happy
2.7871,3.8013,3.8988,2.6357,2.8314,2.8071,2.1481,1.4167,happy
2.3281,3.25,4.7076,1.6523,2.4376,4.9396,1.9034,1.2332,happy
2.05,2.5,6.5,2.0251,2.3541,4.3333,2.309,1.0,happy
2.3214,3.144,3.4522,1.9891,2.9789,3.0104,2.0,1.1297,happy
2.0339,1.6141,3.7825,1.6216,1.9943,7.2111,2.0985,1.112,happy
2.2969,4.1302,3.5178,2.7212,2.6683,3.8806,1.6887,1.1759,happy
2.3616,2.7653,3.8709,1.4977,2.0339,3.6056,2.3172,1.1385,happy
1.8155,3.1623,5.0495,1.6873,3.3747,10.0499,2.099,1.0,happy
2.3343,3.0,3.0902,2.2091,2.679,5.3666,1.9167,1.0,happy
2.4905,2.0616,4.6205,1.9754,2.1268,2.3717,2.3333,1.1771,happy
2.9367,3.4059,2.9691,2.479,2.479,3.2,2.125,1.4681,happy
1.8828,2.4328,3.1711,2.2166,2.4296,4.9396,1.9938,0.9414,happy
1.9475,2.718,3.2635,2.6184,2.8776,5.0111,1.7972,1.0512,happy
2.4914,1.9796,3.8199,1.728,1.6639,3.1623,1.8111,1.0,happy
3.5991,2.5495,2.4283,3.244,1.622,3.178,2.0,1.8647,happy
2.1714,3.2056,6.2037,2.5048,2.9719,4.0552,2.0811,1.0571,happy
2.4698,2.6342,2.9442,1.6883,1.7961,5.4975,1.9573,1.2367,happy
2.1077,2.5795,4.1458,1.8872,2.5541,4.5,2.2947,1.1083,happy
1.7785,2.5495,4.1832,2.097,2.6326,5.5227,2.0,0.8893,happy
1.8756,2.8711,3.7314,1.8618,3.8216,5.4406,2.0335,1.0,happy
3.2508,1.5811,2.338,1.6722,2.9113,2.8504,2.3072,1.7205,happy
2.2531,1.7841,4.1448,3.2559,2.4531,3.4205,2.0276,0.9428,happy
2.2804,3.0046,4.0,2.5571,2.7126,8.0156,2.0,1.1662,happy
1.8667,3.1461,3.3942,1.6205,2.8602,8.0623,1.9884,1.0936,happy
2.0586,2.25,2.7402,1.3465,2.0323,3.2596,2.2295,1.2235,happy
2.308,3.1623,2.5586,1.7098,2.3711,4.3843,2.0654,1.2465,happy
1.9584,2.3902,7.3057,1.9647,2.7518,4.7539,2.2656,0.9196,happy
2.919,3.9482,2.9438,2.9825,2.2706,3.1623,1.764,1.3132,happy
2.501,2.3016,3.0902,1.9713,1.7752,3.4785,2.0021,1.0,happy
1.9975,2.5031,4.5128,1.3934,2.7492,10.6066,1.8679,1.0,happy
2.2626,3.07,3.6159,2.0437,2.1576,4.5277,2.0683,1.101,happy
2.2721,3.2905,2.239,1.8185,1.8185,5.5227,1.6526,1.2182,happy
2.2422,2.1963,3.6717,2.2903,2.4579,3.8079,2.3621,1.1713,happy
2.1642,3.6878,2.4081,2.311,2.7419,3.8006,2.1501,1.0589,happy
2.1989,2.7203,2.8802,1.7386,2.0927,4.1593,2.4006,1.1625,happy
2.1213,2.557,3.6695,2.6951,3.1575,4.4944,1.7032,0.9235,happy
2.4042,3.1623,5.3045,2.1658,2.332,3.7583,2.4094,1.1764,happy
2.6452,2.8853,2.719,1.8065,2.1964,3.2056,2.0571,1.4509,happy
2.2333,4.0497,2.8296,1.6297,2.5065,7.1694,1.8186,1.2807,happy
2.1625,2.1623,3.7273,1.5613,1.6987,3.3993,2.0962,1.2539,happy
2.0597,2.7948,3.0207,1.5,2.3079,3.6667,2.1837,1.0017,happy
2.1111,2.25,5.2331,1.4395,1.921,6.5,2.0783,1.1125,happy
2.4146,2.125,3.0267,2.0,2.5227,4.7434,1.9345,1.2955,happy
2.2381,1.9091,3.4,1.6893,2.1633,6.5,2.6934,1.1905,happy
2.3403,2.9637,3.2125,2.1656,2.4921,2.6355,2.0049,1.3359,happy
2.6122,3.2596,3.1769,1.8368,3.5769,4.3461,1.8407,1.3805,happy
2.2548,1.6179,3.4355,1.794,2.0187,4.5607,2.1416,1.1636,happy
2.5669,2.1213,2.6196,2.5925,2.5633,3.3248,2.1468,1.4267,happy
3.187,1.8084,3.5596,1.4837,1.6263,2.357,2.832,1.276,happy
2.204,3.1842,3.7678,2.7631,2.5616,4.6786,1.9289,1.1042,happy
2.3712,1.7812,2.3452,2.0868,2.2765,4.3333,2.0015,1.2491,happy
2.1929,2.1412,4.0187,2.2755,2.3641,4.5277,2.0,1.2384,happy
1.9172,3.5719,5.1393,2.8379,2.7823,5.2202,2.3481,0.9586,happy
2.2477,4.8749,3.7833,1.8822,2.6657,5.0111,2.2042,1.1486,happy
2.1486,1.9105,2.5104,1.6104,1.8405,4.3461,2.2295,1.1527,happy
2.3518,3.3397,3.1612,2.3452,3.4065,2.6077,2.2255,1.2332,happy
2.5364,1.8903,3.6598,2.0122,2.7895,4.714,2.1319,1.2324,happy
2.0616,2.5612,3.4342,1.7111,2.6239,6.5765,2.0,1.0549,happy
2.2361,2.1731,3.2411,1.5036,2.4366,4.2245,2.1735,1.1722,happy
1.9345,2.3927,4.1832,1.8808,2.326,10.0499,2.0,1.0,happy
2.3468,2.4375,3.7105,1.8353,1.6243,3.0414,2.6419,1.0991,happy
1.9546,3.6205,3.5725,2.053,3.5742,6.7231,2.0,0.9546,happy
2.302,2.7506,4.1966,1.8792,2.0951,3.7583,2.1328,1.1497,happy
2.181,2.2361,3.7067,1.2536,1.4768,4.4272,2.2246,1.2806,happy
2.2166,1.5416,4.2794,2.2519,2.3535,3.2882,2.4518,1.154,happy
2.7346,2.9483,2.3064,2.1552,2.1274,3.5,1.9286,1.3985,happy
3.069,1.7379,2.6688,2.3722,3.3206,3.1623,1.855,1.419,happy
2.3246,1.5811,2.4753,1.5269,2.0297,4.4721,2.0112,1.3258,happy
2.3038,1.9667,11.4679,2.1654,2.678,9.4868,2.3781,1.1519,happy
2.1343,2.7996,2.7816,1.7421,2.1608,3.8471,1.9066,1.0137,happy
2.5807,2.7526,3.931,2.3198,2.5155,4.1231,1.7707,1.2903,happy
2.7239,1.9878,2.8829,2.7135,2.0528,4.7539,2.0887,1.2423,happy
2.6451,2.3601,3.0,2.3481,2.3481,3.3299,2.1434,1.3053,happy
2.6318,2.2091,2.1686,1.5781,2.1331,3.0732,2.2881,1.4514,happy
2.5811,3.357,3.0559,1.8073,3.16,5.099,1.9315,1.3487,happy
2.1608,2.3964,2.6152,1.989,2.234,4.0,1.9506,1.2049,happy
2.0009,3.334,8.0,4.039,2.3763,5.0249,2.1891,0.9412,happy
2.4359,2.6719,3.0495,1.4715,2.553,6.7231,1.7346,1.1917,happy
3.0,3.2062,2.7435,1.6759,2.2715,3.0067,2.1992,1.5023,neutral
2.5757,4.0139,3.1429,4.0069,3.3567,3.6667,2.0929,1.4142,neutral
2.9539,3.6461,2.7435,2.2021,2.5599,2.3393,2.2899,1.602,neutral
2.6321,6.3333,2.5117,1.7492,2.9097,3.4563,1.7625,1.5272,neutral
2.7706,4.1231,2.1507,2.007,2.9648,2.7613,2.2652,1.3827,neutral
2.5548,3.1623,3.2616,2.3076,2.7528,5.0695,1.7566,1.3083,neutral
3.2483,2.3616,4.8331,1.9908,2.0044,2.4083,2.2484,1.4971,neutral
2.888,3.6461,4.8908,2.5041,2.1541,2.9678,2.0581,1.5429,neutral
2.8098,3.8881,3.3472,2.0533,2.3869,3.5,2.1476,1.378,neutral
2.7795,3.5089,2.3452,1.8462,2.8331,3.75,1.9345,1.4962,neutral
2.5333,3.0,2.8477,2.4167,4.1429,4.1231,2.2242,1.4016,neutral
2.9271,3.153,2.3266,1.7203,2.5426,3.35,2.589,1.3868,neutral
2.9896,2.4083,3.4286,2.0173,2.397,2.5125,2.4955,1.4971,neutral
2.5955,2.808,3.4211,1.9891,2.5455,2.9069,2.1428,1.4399,neutral
3.1576,13.0,2.897,1.9925,2.3162,2.9417,2.071,1.6172,neutral
2.7633,2.6306,3.4169,1.9247,3.2139,3.1623,1.9418,1.4525,neutral
2.9707,3.5355,2.9867,2.1567,3.1384,3.4041,1.7869,1.3454,neutral
2.6467,3.5,3.1769,2.4552,3.1298,2.8,1.8585,1.359,neutral
2.5387,4.4721,2.5418,1.654,2.373,4.8374,1.5906,1.3601,neutral
2.8817,3.8471,2.8562,1.8161,1.9906,2.5125,2.2972,1.407,neutral
3.1761,2.9506,3.3711,2.1494,2.4315,3.6702,1.8691,1.6624,neutral
2.8182,2.75,5.0,2.7562,2.1834,2.2,1.9091,1.4545,neutral
2.6471,3.4,3.75,2.6355,2.9148,2.75,2.9091,1.4118,neutral
3.0017,2.5,2.5248,2.5527,2.8893,3.2596,1.5416,1.5033,neutral
2.8124,3.6818,3.3333,2.5582,3.0136,2.6789,1.9034,1.358,neutral
2.5871,2.1231,2.6516,2.1365,1.6283,3.4234,1.9358,1.3487,neutral
3.0301,2.3489,2.3524,1.5629,1.9981,4.5277,1.8333,1.5,neutral
2.9924,2.8071,2.9204,1.35,2.25,3.75,2.0677,1.7099,neutral
2.9597,2.0043,2.9196,1.5623,3.2072,4.2336,2.1097,1.5832,neutral
2.6529,2.8382,3.2125,2.2379,2.2492,1.9796,2.7518,1.4203,neutral
3.0146,2.9506,2.4814,1.8451,2.7221,2.9506,2.0151,1.5811,neutral
2.8534,3.5089,3.3217,2.7181,3.3461,2.8071,1.8538,1.2844,neutral
3.2508,3.5355,2.7707,2.2804,3.009,2.5795,1.8499,1.531,neutral
2.9428,2.8071,2.979,2.1552,2.3084,4.2573,1.8242,1.7159,neutral
2.6888,2.1731,3.5355,2.4166,2.9749,3.4785,2.2745,1.4593,neutral
3.0714,2.7456,2.6065,2.1476,3.0067,3.75,2.0,1.6429,neutral
2.9428,3.0,3.3632,2.8071,1.7372,2.4971,2.2149,1.2551,neutral
3.2643,2.6789,3.0,2.4207,2.6534,2.2091,2.2652,1.6322,neutral
3.1632,2.1095,2.4117,1.779,2.2121,2.1926,2.4948,1.5452,neutral
2.8873,3.35,2.5248,2.5057,3.3409,4.0,1.752,1.4959,neutral
3.1729,3.8471,2.766,2.2762,2.2762,4.9092,1.6723,1.5356,neutral
3.0922,3.4785,5.5,3.3204,1.8781,2.5125,1.9901,1.3636,neutral
2.6448,4.4385,3.5259,4.1802,2.6479,3.6667,2.0929,1.2844,neutral
3.0789,2.7456,2.4025,2.4204,3.1921,2.6667,1.8136,1.5731,neutral
3.0645,3.5089,3.1111,2.4224,2.4224,3.5,2.0714,1.4962,neutral
3.2101,1.8111,2.7954,1.4025,1.8958,4.0139,1.58,1.6601,neutral
2.3657,3.171,3.245,1.3387,1.5167,2.5,2.4009,1.2625,neutral
2.5422,3.6702,2.8461,1.9092,2.5753,2.7116,2.544,1.3478,neutral
2.3737,4.0078,3.277,3.6008,3.6554,3.5089,2.0063,1.3159,neutral
3.1377,2.9483,2.6716,1.8936,2.5075,3.7583,2.1328,1.5357,neutral
3.0688,2.1731,3.9156,3.0033,1.9928,4.3461,2.2255,1.5339,neutral
2.9908,3.8079,3.4286,3.0107,2.3849,2.8,1.6491,1.4971,neutral
2.9638,2.7116,2.6688,1.9073,2.5781,3.6818,2.1898,1.6322,neutral
2.5076,3.144,3.5557,1.7206,1.9717,2.1731,2.3887,1.4401,neutral
3.008,3.0104,2.1507,1.9898,2.6534,2.9506,2.0811,1.504,neutral
2.5864,3.3397,2.9204,2.2379,2.4191,2.8,2.2902,1.3519,neutral
2.9145,2.6077,2.7449,2.007,2.1894,3.25,1.9231,1.4593,neutral
2.7341,0.0,2.5964,3.2249,5.3748,2.2857,1.9375,1.5333,neutral
3.0717,2.6077,3.5,1.8666,2.1777,2.2091,2.5415,1.6125,neutral
2.8607,3.5,3.4342,1.7914,2.09,3.5089,1.8579,1.4304,neutral
2.5907,4.7854,2.4796,2.4313,3.6469,3.7832,1.9266,1.394,neutral
2.628,3.1379,2.6166,2.2194,2.6476,3.4041,1.9962,1.25,neutral
3.6549,3.0104,2.6874,2.4277,2.6484,3.2596,2.2295,1.8345,neutral
2.4947,2.3393,3.5,1.924,2.5307,4.3333,2.0,1.2824,neutral
2.67,4.7434,2.6166,2.0714,2.8716,2.4,2.4167,1.4,neutral
2.8382,10.8167,2.847,3.2678,4.7607,3.6497,1.7129,1.4618,neutral
2.8434,2.4258,2.8435,1.8567,2.0104,2.7653,2.0531,1.4575,neutral
2.9894,3.1901,3.5991,1.6222,6.3159,4.714,1.9912,1.6128,neutral
2.4959,4.0078,3.6749,1.8601,2.1701,5.6667,1.6481,1.3114,neutral
2.3755,3.4713,2.4689,1.7911,2.6641,4.4472,1.9459,1.2222,neutral
2.6522,5.1478,2.6847,1.7469,3.4007,5.4589,1.7155,1.4459,neutral
2.7143,2.3333,3.1942,2.25,3.375,3.25,2.0769,1.3571,neutral
2.6942,4.3461,2.3608,2.2988,2.7275,2.3534,2.0069,1.3128,neutral
2.6888,2.6719,3.5178,2.3919,2.586,2.9205,2.4098,1.3114,neutral
2.6086,2.1324,3.4718,1.9112,2.2428,3.7724,2.2324,1.4259,neutral
2.7152,2.8,5.0208,2.2903,1.9631,3.153,2.1552,1.4304,neutral
2.3706,2.2,3.3993,1.6464,2.3046,3.35,1.8932,1.1818,neutral
3.0714,3.5,2.5118,2.5111,5.0221,4.0,1.8792,1.5731,neutral
3.5233,3.8079,2.8989,3.1704,2.8357,2.6064,1.7114,1.4142,neutral
3.2979,2.6077,2.8477,2.9574,2.3053,2.9483,1.9291,1.6106,neutral
2.4527,3.8881,3.3491,2.3862,2.8354,3.5089,2.1481,1.3159,neutral
3.7864,2.01,2.5339,2.0833,2.2558,2.1828,2.8889,1.7938,neutral
2.6847,3.6056,3.9156,1.3361,2.1802,3.0265,1.9266,1.3083,neutral
3.0717,3.2596,3.1741,2.1845,2.5957,3.3955,1.9299,1.4593,neutral
2.6954,2.325,3.2707,1.6971,2.1624,4.111,2.0783,1.3435,neutral
2.8135,3.6461,2.5418,1.9225,2.0782,2.6306,2.2166,1.4032,neutral
3.1558,1.6977,2.6738,1.6319,2.1186,9.0554,1.55,1.5779,neutral
3.0765,2.557,3.3491,2.3306,2.0252,3.2596,2.2361,1.6943,neutral
2.9276,15.0333,4.0156,2.074,2.2335,2.6719,1.9337,1.5314,neutral
3.3423,1.5092,2.2804,1.9063,2.1309,2.8636,2.3426,1.6893,neutral
2.9299,2.9483,2.601,1.7505,2.5431,3.7583,1.9291,1.5314,neutral
2.9241,3.25,5.9598,2.5,2.5,3.0,2.0833,1.3846,neutral
2.6706,2.7526,2.3118,1.4537,1.9534,3.2596,2.0176,1.4409,neutral
2.6178,2.6077,5.4745,2.3166,2.2938,2.6679,2.0929,1.3827,neutral
3.1538,3.25,3.5,2.8472,2.8751,3.7583,1.8625,1.6154,neutral
2.0554,2.5495,3.2707,1.7291,2.98,4.3461,1.9956,1.0554,neutral
3.0941,3.0185,3.6492,4.7613,2.3807,3.35,1.7911,1.4356,neutral
2.6257,4.0,3.7833,2.4224,2.4224,3.75,2.0011,1.375,neutral
2.9921,2.1435,3.2678,1.7338,3.0186,3.43,1.8398,1.5339,neutral
3.8714,2.1963,2.6349,2.5588,2.0894,2.5125,1.9926,1.6711,neutral
3.0009,4.4272,3.5,2.1401,2.1548,2.8071,1.925,1.5,neutral
2.844,2.9483,2.712,2.4313,2.6286,2.9483,2.0,1.3985,neutral
2.2831,5.0559,4.0616,3.0926,3.2661,4.0311,2.055,1.1469,neutral
3.0067,2.5,3.0207,2.5527,2.5914,3.7947,1.7579,1.5033,neutral
3.0541,2.4328,2.5512,1.4948,1.8843,1.9846,2.5008,1.8213,neutral
3.0076,2.3333,3.1734,2.5508,2.7402,3.7583,2.0,1.7158,neutral
2.6034,2.466,3.1822,1.8439,2.3706,3.0104,2.2484,1.4063,neutral
2.4004,2.838,2.6948,1.6421,2.0129,3.5795,2.0683,1.2384,neutral
2.6682,5.0111,2.8766,1.7917,3.5021,3.3955,2.0051,1.332,neutral
2.9289,2.7526,3.5,2.3482,1.8785,3.5089,2.0,1.4979,neutral
2.8579,2.8071,2.342,1.9115,3.3792,3.7583,1.8009,1.4979,neutral
2.3878,2.5754,4.0311,2.5828,2.6005,2.75,2.824,1.277,neutral
2.9069,3.3333,3.2071,1.1314,1.9697,2.846,2.114,1.4036,neutral
2.8794,3.5,2.9324,1.8358,3.8361,3.8881,1.5644,1.4304,neutral
3.0094,2.9678,3.1367,2.3427,2.4358,4.1231,2.4083,1.4776,neutral
2.6392,3.1901,2.9864,2.332,3.2643,3.0414,2.0151,1.3125,neutral
2.9522,6.2769,2.1155,2.3986,2.5445,2.7996,1.7704,1.503,neutral
2.6484,3.8079,2.8183,2.5104,3.6465,3.0265,1.9266,1.2346,neutral
3.5053,3.35,2.6227,2.2771,2.8161,2.5495,2.7735,1.7177,neutral
2.7308,2.5148,5.5962,3.7782,2.561,2.9506,2.419,1.3975,neutral
2.7866,2.7456,3.5178,2.305,2.305,4.3333,2.2308,1.5,neutral
2.7402,4.7539,3.0715,1.9121,2.8549,2.8071,2.0711,1.337,neutral
3.001,2.6,2.6,2.0111,2.1939,3.5089,1.8538,1.4636,neutral
2.4982,5.3437,3.75,1.8843,2.1983,3.1623,2.2295,1.3159,neutral
3.2222,3.1623,3.2204,2.0051,3.119,4.0078,1.7466,1.6125,neutral
3.2728,2.6306,3.4046,1.8917,2.7515,5.0111,2.0717,1.7553,neutral
3.001,3.25,3.1427,2.7527,3.509,3.8806,1.6887,1.5404,neutral
2.4544,2.4207,3.5178,2.9649,2.3896,5.0111,1.8732,1.2866,neutral
2.6855,3.2596,3.1052,2.3087,2.5306,3.6818,2.0843,1.2271,neutral
2.2699,3.0185,3.2635,1.8511,2.0028,6.3246,1.9849,1.1057,neutral
2.8986,2.2091,2.9073,2.0071,2.1764,5.0,2.1,1.4514,neutral
2.3936,2.4878,3.1269,1.9876,1.8383,2.6077,2.0934,1.3282,neutral
2.3254,3.1925,3.8713,1.7,2.607,6.3246,2.1287,1.2529,neutral
3.2857,1.8981,3.9414,2.0168,1.6986,3.5,2.3159,1.6611,neutral
3.1678,2.4,2.3256,2.0581,2.7445,4.3333,2.0,1.6667,neutral
2.9255,2.3616,2.6227,1.4918,1.7477,4.1231,1.9235,1.58,neutral
2.64,2.7526,3.0857,2.6077,2.1435,2.8,1.8626,1.3556,neutral
3.1576,2.6,2.8367,1.6172,2.557,3.0,2.0011,1.5404,neutral
3.0,2.9506,3.3306,1.9121,2.8637,2.9262,2.0308,1.5157,neutral
3.4513,2.6077,2.9317,1.5654,2.1675,3.0,2.0667,1.7657,neutral
3.9115,3.0,2.4123,2.8438,2.8869,2.9262,1.8104,1.767,neutral
3.2551,3.0,3.442,2.7857,2.2174,2.6517,2.0934,1.5734,neutral
2.5234,3.8053,3.7599,2.3335,2.9512,5.4129,1.9872,1.315,neutral
2.8634,3.7583,2.677,1.4928,2.7036,3.0104,2.4969,1.5314,neutral
2.8611,3.0067,3.4169,1.9225,1.942,3.0067,1.9302,1.3985,neutral
3.9669,2.3859,2.4317,2.6356,3.4164,3.0046,1.7276,1.9796,neutral
3.0828,3.8079,2.8558,2.0686,2.7657,3.0,2.1731,1.5866,neutral
2.8472,3.25,3.0125,3.5222,3.4688,2.9104,2.2515,1.5404,neutral
2.6088,3.1623,6.0828,1.6485,1.9859,5.5,2.0082,1.2295,neutral
2.9538,2.7735,3.1014,1.6868,2.2357,2.9205,2.414,1.562,neutral
2.5909,2.7948,4.0,2.5888,2.3766,2.8,2.2857,1.4118,neutral
2.9766,3.7832,2.6065,1.8332,2.1008,4.2793,1.8195,1.4598,neutral
3.2511,3.0,2.4443,2.3361,3.9355,2.8071,2.0674,1.6667,neutral
