a1,a2,a3,a4,a5,a6,a7,a8,emotions
1.91478,2.12509,3.29428,1.69061,1.5249,2.23909,1.67236,1.43674,happy
2.06957,5.60652,3.93678,1.74148,2.09255,2.22718,1.48586,1.59892,happy
2.04807,4.42899,3.05771,1.41096,1.62301,3.10954,1.3567,1.60045,happy
1.93762,2.68054,6.62035,1.59429,1.76137,2.25041,1.65304,1.5043,happy
2.14331,5.49306,3.27885,1.62493,2.17175,3.75273,1.24473,1.66991,happy
2.00528,4.79292,3.3137,1.34421,1.32378,3.60515,1.28494,1.57397,happy
2.02714,4.41378,4.92589,1.87698,1.73206,2.20565,1.60701,1.51554,happy
2.11692,3.38743,2.99581,1.51928,1.47768,3.52015,1.21587,1.68097,happy
2.09449,4.32263,2.7779,1.65833,2.05037,2.57528,1.40338,1.63526,happy
1.78979,3.84969,3.6229,1.8079,1.70415,2.72998,1.38366,1.38444,happy
1.85519,3.07687,4.12784,1.86457,1.84856,2.93549,1.42237,1.3692,happy
2.47122,2.28083,4.23502,1.50747,1.75887,2.45269,1.56526,1.93704,happy
2.23665,2.33476,4.23204,1.58373,1.6204,1.93409,1.77381,1.66072,happy
1.94863,2.64747,3.96543,1.66622,2.17389,3.01972,1.35102,1.4762,happy
1.72124,3.61999,3.54582,1.97101,1.46696,1.76619,1.74788,1.26241,happy
2.28521,3.05375,2.91404,1.61834,1.39512,2.03006,1.64956,1.75124,happy
2.15663,4.19821,3.22448,1.49027,1.66101,2.69581,1.40139,1.76163,happy
2.00415,3.32697,3.75041,1.74065,1.51546,2.41177,1.55237,1.50449,happy
1.79195,3.12354,4.30247,1.70476,1.68397,2.15427,1.60384,1.36399,happy
2.20392,5.34781,3.46048,1.87126,1.83039,2.43075,1.49971,1.63665,happy
1.90278,3.4041,4.83923,1.82419,1.72727,2.37375,1.52875,1.37571,happy
2.27809,5.31079,2.70707,1.59178,1.79998,3.77173,1.25125,1.79137,happy
1.97985,2.25223,3.57175,1.86854,1.67474,2.2522,1.61379,1.45372,happy
1.80523,3.86992,3.83301,1.75905,1.89257,3.18714,1.34204,1.33943,happy
1.88533,4.4019,3.48815,1.69993,1.99573,3.25909,1.32129,1.43397,happy
2.17493,1.80716,2.81764,1.88743,1.74139,1.90531,1.64327,1.54003,happy
1.93691,4.02577,2.91237,1.48846,1.81613,5.47763,1.1494,1.5767,happy
2.13027,4.63983,3.53407,1.66687,1.61795,2.17288,1.54425,1.5824,happy
1.94469,2.14407,4.32587,1.83157,1.64343,1.58405,2.04404,1.47036,happy
1.72884,2.48455,5.04439,1.68477,1.57132,2.03662,1.71882,1.30527,happy
2.02334,2.037,3.90956,1.89453,1.1605,1.90796,1.611,1.47814,happy
2.09381,4.24955,2.82508,1.6541,2.28704,2.93504,1.32624,1.65153,happy
2.27025,1.73876,5.78404,1.65854,1.70596,1.96681,1.81698,1.72449,happy
2.0697,2.49458,3.70728,1.73547,1.62437,1.74029,1.85112,1.55103,happy
1.78754,2.80435,3.19818,1.65783,1.83849,3.26234,1.34773,1.38915,happy
1.84345,5.34632,3.64453,1.77607,1.8536,3.63017,1.27824,1.33983,happy
1.90935,5.52836,4.00308,1.71113,1.66411,2.42271,1.48756,1.37899,happy
1.94957,4.49344,4.73551,1.71173,1.69383,2.63424,1.43914,1.43686,happy
1.98271,3.08512,3.82191,1.76088,1.5182,2.55743,1.44063,1.48744,happy
2.00733,2.78902,4.55005,1.65686,1.64858,3.79403,1.32429,1.47764,happy
1.90707,3.10211,3.54376,1.52228,1.61429,4.12697,1.22321,1.48809,happy
1.82552,2.55666,4.29107,1.86523,1.58182,2.17619,1.61539,1.34556,happy
1.84347,4.35278,3.19286,1.67756,1.69939,3.17715,1.29163,1.41509,happy
1.89767,3.74165,3.58025,1.59738,1.6628,3.28091,1.33324,1.47316,happy
2.10638,3.14815,2.9237,1.82377,1.82825,1.75469,1.76151,1.59788,happy
1.89531,3.43805,2.72395,1.70482,2.03041,3.67797,1.28543,1.439,happy
1.99702,3.25233,3.76043,1.84422,2.13625,2.51418,1.41234,1.48821,happy
1.94629,3.92619,4.7689,1.78129,1.65036,2.44509,1.48317,1.43942,happy
2.26171,4.544,3.41264,1.61205,1.867,3.2009,1.35125,1.7088,happy
1.80928,3.08353,3.8527,1.76792,1.63148,2.18286,1.63789,1.36064,happy
1.85981,3.55121,3.91275,1.64718,1.659,2.78506,1.47188,1.40663,happy
2.05323,2.45153,3.68915,1.4761,1.48469,3.35842,1.38879,1.5809,happy
2.26274,3.00779,4.7826,1.78567,1.732,1.58984,1.92553,1.7044,happy
1.91111,4.69719,3.73661,1.75013,1.88464,2.98931,1.35364,1.41223,happy
1.95366,2.26274,3.57508,1.71133,1.65081,2.62042,1.48067,1.47989,happy
1.79879,4.87447,3.43073,1.79737,1.71017,3.41034,1.29216,1.31282,happy
1.8213,2.72518,4.65495,1.80535,1.74716,1.79026,1.82482,1.40921,happy
1.67353,4.42079,4.37467,2.06906,2.11867,3.31375,1.34598,1.23916,happy
2.06962,4.40788,3.19676,1.80799,1.66893,2.37683,1.51738,1.48255,happy
1.99529,4.85994,3.21432,1.63889,1.52179,3.30136,1.28428,1.49279,happy
2.10883,1.72012,3.28149,1.71652,1.59412,2.63748,1.54333,1.63387,happy
1.90138,3.59098,3.14766,1.53091,1.37254,2.56248,1.39262,1.49078,happy
1.94769,6.04027,2.80764,1.63172,1.68801,3.27951,1.236,1.51084,happy
1.82601,2.51742,3.96734,1.66049,1.5758,2.39126,1.57764,1.39501,happy
1.97552,2.59679,3.20251,1.7406,1.58253,2.54913,1.44666,1.54617,happy
1.9187,3.26448,4.72673,1.89932,1.67007,2.795,1.42591,1.4022,happy
2.00675,5.47227,2.8837,1.53732,1.85346,3.56656,1.24229,1.59143,happy
2.21708,5.8107,3.08703,1.33614,1.71221,3.85757,1.28795,1.82092,happy
1.92605,3.22718,3.70382,1.8286,1.91105,3.24407,1.3369,1.40535,happy
1.99679,6.43345,3.81171,1.72682,1.78065,2.47922,1.45995,1.48048,happy
2.06266,4.49614,2.96116,1.65039,1.6538,4.19903,1.14694,1.58961,happy
2.03267,1.89535,5.29188,1.64395,1.43521,1.31982,2.37659,1.53455,happy
2.03607,2.4169,4.75345,1.60285,1.38907,2.08141,1.71853,1.5199,happy
2.01966,2.88631,4.61733,1.69477,1.26205,1.6713,1.82959,1.53292,happy
1.7588,3.15516,5.06363,1.64251,1.67461,3.53022,1.32131,1.31004,happy
2.01101,2.8943,4.0759,1.49274,1.87471,2.58525,1.44652,1.58294,happy
2.10555,1.80268,2.94025,1.56086,1.52835,2.23782,1.65853,1.59721,happy
1.8547,3.02238,5.25207,1.82376,1.46799,2.60561,1.4869,1.3305,happy
2.43053,3.3078,4.13217,1.63106,1.52101,2.18716,1.60983,1.83757,happy
1.92448,4.1156,3.79677,1.90555,1.76264,2.92516,1.36242,1.40119,happy
1.76912,4.38189,4.46675,1.82184,1.97306,2.97344,1.36417,1.32151,happy
2.63365,2.60011,3.58552,1.72636,1.60784,1.56725,1.93506,1.97493,happy
1.92711,2.19538,4.17469,1.83875,1.59995,2.76898,1.46871,1.45064,happy
2.2908,1.16307,3.70732,2.00208,0.95795,1.74393,1.66352,1.67423,happy
1.91195,3.23339,3.94576,1.69278,1.74628,4.07499,1.29682,1.44401,happy
1.86799,3.5984,4.35751,1.76733,1.71868,2.79869,1.35879,1.42126,happy
2.1445,1.96562,2.3841,1.57775,1.41014,2.57019,1.45429,1.68029,happy
1.85029,3.30108,2.83078,1.58119,1.67367,3.77935,1.26384,1.4414,happy
1.7246,3.28105,3.76837,1.79359,1.76889,2.38055,1.52144,1.29481,happy
1.83781,3.42496,3.53839,1.70405,1.61439,3.30258,1.31484,1.38484,happy
1.74045,2.74385,3.89675,1.72606,1.86935,2.85765,1.40036,1.29759,happy
2.49348,1.7784,4.80429,2.00817,1.37057,1.59179,1.90163,1.75683,happy
1.88016,3.39379,3.49818,1.7285,1.8645,2.42074,1.48409,1.41238,happy
2.01694,7.16807,2.90303,1.57908,1.7968,3.45436,1.25866,1.56529,happy
1.83777,3.35934,3.43403,1.63225,1.62234,4.36892,1.23003,1.38167,happy
2.0357,8.26211,4.79616,1.65524,2.16623,3.76113,1.22557,1.58228,happy
1.9514,2.77956,6.00628,1.67313,1.68942,1.78222,1.83011,1.53717,happy
1.99607,5.25747,3.07218,1.64305,1.43246,2.5401,1.43777,1.52733,happy
1.94718,2.92085,5.60085,2.08758,1.32284,1.26213,2.15198,1.41998,happy
1.95957,2.58046,3.30954,1.44442,1.52256,2.2423,1.58831,1.53684,happy
1.96521,3.76578,2.97797,1.51199,1.65698,4.38216,1.22329,1.45878,happy
2.03619,3.26738,2.7088,1.47088,1.37504,4.11968,1.1987,1.59995,happy
2.08911,3.33358,2.84769,1.64146,1.5876,2.54508,1.44466,1.63375,happy
1.90076,2.78875,3.19278,1.47731,1.92421,3.23499,1.34709,1.53929,happy
2.05086,2.46047,5.77038,1.6051,1.47325,2.4346,1.619,1.56935,happy
2.24359,2.46412,5.53533,1.64042,1.62095,1.84603,1.82914,1.75187,happy
1.98481,2.67053,5.2934,1.78657,1.6517,2.17822,1.62289,1.49629,happy
1.88611,3.63572,4.70759,1.80408,1.90979,3.20005,1.33121,1.43223,happy
2.27609,1.71245,4.30577,1.64328,1.32232,1.92982,1.74937,1.70799,happy
1.81449,3.15419,3.90583,1.48663,1.71521,2.88371,1.44578,1.40987,happy
1.84223,2.3796,5.5621,1.52847,1.53914,2.33182,1.5847,1.42749,happy
1.71616,3.06516,10.89296,1.85555,1.63015,1.83388,1.80585,1.2652,happy
1.80638,4.55953,6.14946,1.7402,1.72783,2.7042,1.42802,1.36538,happy
1.9813,3.83557,3.02159,1.8887,2.28798,3.46052,1.29724,1.45502,happy
2.25143,5.22179,2.60672,1.54021,1.69633,3.8516,1.21755,1.73706,happy
2.1399,3.92837,3.53455,1.60838,1.49652,3.00201,1.39867,1.6665,happy
1.71231,4.11052,5.42458,1.92541,1.77777,1.9567,1.67254,1.26593,happy
2.17732,4.37994,2.86061,1.61065,1.58913,2.5047,1.46251,1.61814,happy
1.93568,2.8887,4.32952,1.6741,1.43117,2.63643,1.50763,1.49897,happy
2.15167,4.06285,3.54626,1.46321,1.61464,2.87492,1.37951,1.706,happy
1.96814,2.92592,3.12449,1.68791,1.71998,3.12847,1.38756,1.50183,happy
1.73025,3.09135,4.77714,1.62696,1.57629,2.45714,1.54871,1.30836,happy
2.69764,1.29634,2.50151,1.97605,1.14315,2.14451,1.55198,1.95883,happy
2.39888,5.92779,3.00407,1.6662,1.50934,2.73589,1.32546,1.84128,happy
2.02792,2.67992,4.22526,1.73337,1.54613,1.87014,1.83832,1.50399,happy
1.99697,2.7306,3.64671,1.66011,1.49084,2.25984,1.64006,1.48513,happy
2.13257,4.967,4.79502,1.879,1.77887,2.8884,1.36133,1.54032,happy
1.87311,3.39769,4.72627,1.63012,1.61704,2.19767,1.57828,1.43182,happy
1.88445,2.44513,3.68643,1.77914,1.98338,2.73018,1.45969,1.40288,happy
2.07627,3.2313,2.91512,1.7421,1.57962,3.3153,1.35682,1.51086,happy
2.17208,4.19482,3.25263,1.71804,1.6149,2.37131,1.5322,1.61173,happy
1.89044,3.56936,2.98871,1.68366,1.78584,3.52192,1.32236,1.45446,happy
2.62569,3.212,3.0755,1.6446,1.59719,2.31268,1.6036,1.99424,happy
1.80463,3.49643,4.35262,1.82928,1.74066,1.95843,1.64595,1.33295,happy
2.12275,2.59269,4.60176,1.97706,1.95363,1.96812,1.67483,1.60136,happy
2.09562,2.26605,3.06727,1.49505,1.70281,3.64478,1.32055,1.63604,happy
1.79774,3.39344,4.22795,1.63166,1.55194,3.03669,1.33086,1.35192,happy
1.7468,2.36657,7.43201,1.86785,1.65031,1.88652,1.82738,1.33153,happy
1.84476,4.11146,3.15982,1.71653,2.09886,2.49628,1.44248,1.41632,happy
2.1741,4.37455,3.19226,1.73321,1.43777,2.13126,1.55341,1.60349,happy
2.04343,3.0902,3.38177,1.64411,1.63481,2.73971,1.42518,1.55307,happy
2.13264,5.81837,4.6205,1.55565,1.68746,3.40092,1.26214,1.65802,happy
1.77182,3.31349,3.35108,1.6179,1.90175,5.03516,1.20402,1.37558,happy
2.05531,2.91963,3.16587,1.53996,1.3158,1.99787,1.64008,1.60134,happy
2.21383,6.85276,3.30159,1.86585,2.22011,3.16627,1.32704,1.60025,happy
2.00002,2.07372,3.58246,1.60312,1.57228,2.98402,1.4688,1.5204,happy
1.87427,2.44154,4.89088,1.74577,1.58074,1.77313,1.96117,1.40869,happy
1.91657,2.90575,4.3784,1.59792,1.79772,2.64263,1.49331,1.44933,happy
2.00121,3.96841,2.95866,1.6011,1.41526,2.47928,1.43063,1.52872,happy
1.97234,3.44378,3.6783,1.5476,1.87118,3.51991,1.31067,1.51188,happy
1.95097,3.19504,2.83048,1.65295,1.50696,2.59826,1.43875,1.46734,happy
1.85417,2.92129,5.46881,2.05347,1.84884,2.00056,1.69464,1.36493,happy
1.84412,3.76904,3.46654,1.6348,1.88573,2.67844,1.41303,1.41091,happy
2.45327,6.62403,3.84878,1.9158,1.48699,2.53506,1.34816,1.80151,happy
2.18812,2.72373,4.31921,1.68807,1.42786,1.83293,1.66709,1.70327,happy
1.90478,2.54104,3.47329,1.59509,1.45374,2.20305,1.61264,1.48004,happy
1.9526,3.57531,2.79057,1.70644,2.03844,2.48284,1.46288,1.49674,happy
2.10129,1.85697,6.38725,1.70636,1.57273,1.13755,2.71775,1.59255,happy
1.92208,3.67411,3.16519,1.64529,1.54619,2.66091,1.4419,1.44752,happy
2.04558,5.16086,3.32557,1.59956,1.67072,2.63035,1.44909,1.56841,happy
2.07734,5.23201,2.64072,1.5663,1.69375,3.86346,1.21727,1.66718,happy
2.03841,2.35564,3.7714,1.70239,1.78753,2.18059,1.66827,1.55857,happy
2.21731,2.78525,3.71635,2.09881,1.79055,1.95113,1.69914,1.59196,happy
1.84279,2.07948,6.09859,1.71521,1.42408,1.7421,1.87818,1.36424,happy
1.93794,3.60039,3.42879,1.82793,1.55832,2.96334,1.32737,1.45,happy
1.82452,4.61935,4.02854,1.81197,1.58424,1.86986,1.62663,1.35364,happy
1.78744,4.22259,3.09117,1.51972,1.65039,4.50529,1.23958,1.37746,happy
2.13257,1.86972,4.50721,1.96962,1.19934,1.75096,1.68294,1.53144,happy
2.16004,3.06942,2.95637,1.80678,1.36554,2.56381,1.3462,1.63606,happy
2.03261,5.36747,3.14855,1.50144,1.64269,3.8559,1.23029,1.59104,happy
1.84187,4.32073,3.80697,1.63603,1.75764,3.76178,1.27562,1.45552,happy
1.71575,2.5122,3.30938,1.63599,1.70292,2.30623,1.56966,1.32301,happy
1.89002,2.56076,4.9218,1.69346,2.03337,2.40054,1.547,1.46537,happy
1.76891,2.47754,5.16756,1.83231,2.17741,2.61543,1.44066,1.35755,happy
1.86819,3.46248,3.48883,1.74094,1.77005,3.28572,1.33768,1.40175,happy
1.80277,2.98613,4.13375,1.65651,1.56853,2.26307,1.53959,1.36078,happy
2.07269,3.04942,3.58825,1.75379,1.20336,2.12004,1.4932,1.53782,happy
2.17865,1.31875,4.09404,1.69395,1.47023,1.71559,2.02053,1.6083,happy
2.1824,4.66168,3.32958,1.62168,1.6585,3.18656,1.32695,1.64855,happy
2.05703,3.62277,2.91396,1.57278,1.79393,2.58465,1.46931,1.5963,happy
2.01326,3.75397,2.55116,1.36576,1.6375,4.71931,1.19255,1.56041,happy
1.93043,2.21974,3.02056,1.63953,1.84406,2.26116,1.53514,1.53684,happy
2.14215,3.02291,2.91855,1.43372,1.4694,3.48195,1.32726,1.67692,happy
1.74294,3.70676,3.0689,1.75093,1.82903,2.97798,1.37623,1.28617,happy
2.31609,2.17785,2.76843,1.58997,1.50711,3.14426,1.29526,1.82682,happy
1.96032,2.97393,3.05168,1.6183,1.7603,2.85915,1.40148,1.54881,happy
1.81044,3.51304,3.15649,1.64578,2.00928,2.70629,1.42226,1.39944,happy
2.2945,1.79988,2.68536,2.07765,1.00003,1.90928,1.49412,1.60393,happy
2.1171,2.31508,2.96077,1.97308,1.10848,1.79139,1.6123,1.55795,happy
1.87245,3.28821,3.27423,1.72492,1.9161,3.12102,1.36682,1.43177,happy
1.85571,6.00547,4.49109,1.91989,1.78799,2.47595,1.46755,1.35611,happy
1.99002,2.28633,3.63849,1.68191,1.22219,2.38172,1.44079,1.50126,happy
2.04597,2.16247,3.1104,1.47219,1.42127,2.96899,1.46965,1.59198,happy
2.45088,3.88059,3.35499,1.74473,1.68724,2.09656,1.61169,1.88693,happy
2.29974,3.25674,3.19528,1.75993,1.60869,1.53255,1.90599,1.74663,happy
1.8109,4.03753,4.349,1.87856,2.08559,2.62655,1.42363,1.34735,happy
1.91404,3.59724,3.05439,1.54848,1.77381,4.86788,1.19161,1.47768,happy
2.12458,2.59145,4.18381,1.64101,1.36591,2.44446,1.43375,1.62347,happy
1.85178,3.58857,4.87424,1.62698,1.93412,3.14778,1.35778,1.4427,happy
1.859,2.6431,3.11316,1.57295,1.63237,2.49765,1.4979,1.38335,happy
1.75441,3.42005,4.88858,1.75305,1.59993,2.01449,1.65966,1.3249,happy
1.77712,2.61435,3.91945,1.61608,1.54598,2.33959,1.58484,1.3673,happy
2.25954,6.69872,3.87377,1.55675,1.82534,3.25815,1.34339,1.7983,happy
1.90784,4.21368,3.09411,1.8742,1.93701,2.82266,1.38536,1.40006,happy
1.9306,2.39938,4.28647,1.58713,1.47694,2.86481,1.44402,1.5296,happy
1.92215,2.74405,7.3121,1.78744,1.65524,2.57485,1.55805,1.43509,happy
2.25271,2.70815,3.15169,1.75247,1.53215,2.01492,1.65219,1.69291,happy
1.89075,3.51178,4.43092,1.62214,1.50787,2.50646,1.50462,1.42929,happy
2.07018,2.67597,3.70769,1.73354,1.69991,2.99205,1.43888,1.53526,happy
1.86051,4.32227,3.43646,1.80952,2.06097,2.59878,1.41139,1.40527,happy
2.13546,5.09695,2.94157,1.45222,1.6865,3.86143,1.21446,1.73866,happy
2.17836,4.65353,3.63426,1.7013,1.85912,2.43864,1.48738,1.63675,happy
2.01177,3.53968,11.00763,1.76531,1.68357,1.18824,2.33485,1.51505,happy
2.2609,4.23293,3.19882,1.54429,1.83478,3.33045,1.36084,1.77803,happy
2.03314,3.40599,5.16348,1.82031,1.6733,2.3195,1.48987,1.51638,happy
1.86095,2.0428,4.03242,1.68888,1.61557,2.3392,1.66085,1.44549,happy
1.80352,2.81383,5.67807,1.56274,1.40412,3.09164,1.3833,1.34994,happy
1.89862,2.95055,3.35947,1.7208,1.87172,2.46448,1.4728,1.44427,happy
1.95092,2.61789,4.62056,1.58546,1.52434,2.46516,1.54916,1.48468,happy
2.16125,4.21564,4.09212,1.67279,1.61785,2.65965,1.46548,1.62944,happy
1.85505,2.5264,6.2722,1.79172,1.46209,1.80061,1.82627,1.37781,happy
1.82249,4.71839,3.09965,1.60294,2.28328,3.17263,1.29523,1.41324,happy
1.81373,3.69623,3.33357,1.65412,1.47568,2.83701,1.42737,1.38092,happy
1.83803,3.31626,4.05306,1.89333,1.76161,2.49992,1.44077,1.34639,happy
1.84293,3.56291,4.11976,1.83812,1.32256,1.94777,1.58922,1.37689,happy
2.11946,6.18047,4.9378,1.82896,1.83409,2.56521,1.3936,1.59427,happy
1.9589,3.46766,3.88275,1.65826,1.77093,2.42193,1.54158,1.52462,happy
1.80487,2.75563,3.47665,2.07944,1.85039,1.90403,1.7074,1.32783,happy
1.98006,5.48732,3.22086,1.56842,1.60188,3.36068,1.25394,1.56135,happy
1.78508,4.22756,3.59318,1.63323,1.69075,2.98682,1.37446,1.3605,happy
2.00221,3.65253,3.74643,1.63256,1.8854,2.94946,1.35843,1.52585,happy
1.94521,3.41869,3.83519,1.89786,1.87125,2.43258,1.50793,1.45012,happy
1.73772,2.69063,6.3708,1.63711,1.53156,2.35262,1.52757,1.33031,happy
1.87723,4.72993,4.68448,1.86892,1.49102,2.36678,1.38138,1.41735,happy
1.74842,2.88454,6.01156,2.09787,2.24168,1.63582,1.72947,1.29754,happy
1.98411,3.58355,4.23452,1.70024,1.58296,2.45792,1.47209,1.49448,happy
2.0853,2.63955,4.41902,1.76266,1.50091,2.09791,1.62473,1.55836,happy
1.88689,3.51575,4.61231,1.91241,1.7439,3.54646,1.30743,1.35988,happy
1.9465,2.95495,4.09923,1.58041,1.67228,2.26932,1.59182,1.51801,happy
1.95616,3.46934,3.61292,1.53163,1.52438,1.65269,1.82522,1.55332,happy
2.02467,3.15335,3.95001,1.60655,1.60843,2.6825,1.43006,1.57297,happy
2.05181,3.31363,4.39015,1.71239,1.39451,2.47201,1.42918,1.51326,happy
2.58662,4.89949,3.32921,1.5104,1.43583,3.46353,1.25917,2.04011,happy
2.12726,1.92322,5.03575,1.84059,1.53246,1.11996,2.55524,1.55472,happy
2.09678,3.39771,4.06824,1.79005,1.6632,2.23427,1.61355,1.58095,happy
2.07701,3.30733,3.19816,1.46708,1.45732,2.768,1.40723,1.63312,happy
1.85517,4.23301,3.09657,1.69113,1.67434,2.16436,1.5453,1.38292,happy
2.28982,2.59506,3.33783,1.86596,1.38136,1.76179,1.60443,1.69412,happy
1.86197,1.97603,3.92873,1.6844,1.94388,2.19045,1.58999,1.40595,happy
2.34721,2.95863,2.88229,1.57901,1.78874,2.46738,1.48806,1.78756,happy
2.13597,2.09321,5.84207,1.67489,1.48408,1.34886,2.27005,1.61077,happy
1.90298,3.30599,3.21415,1.77651,1.81055,1.94398,1.62217,1.40991,happy
2.40792,3.24034,2.6535,1.45522,1.45116,2.56805,1.44126,1.91326,happy
1.99773,2.12482,3.62545,1.91236,1.29816,2.07848,1.55579,1.44596,happy
2.18493,2.63667,5.6591,1.94348,1.7098,1.71101,1.82059,1.60974,happy
2.22774,2.86267,3.22817,1.54761,1.80375,3.8382,1.26611,1.74125,happy
2.17256,2.8638,4.21876,1.66605,1.61326,1.88632,1.80233,1.61044,happy
1.95616,3.60615,2.82233,1.7353,1.91054,2.78282,1.40158,1.474,happy
2.18344,4.23579,3.797,1.93517,2.02682,2.20943,1.54381,1.61162,happy
1.93759,4.43478,3.24758,1.68826,1.77283,1.85223,1.66801,1.52108,happy
1.85318,4.91137,4.83515,1.67959,1.75523,3.00505,1.35136,1.43994,happy
1.83011,3.29411,3.62767,1.60399,1.71407,3.06391,1.37682,1.38845,happy
1.89442,6.52511,3.91579,1.64463,2.04602,3.75023,1.23551,1.43786,happy
1.82626,2.79211,3.65752,1.6171,1.59671,3.34067,1.36285,1.39673,happy
1.90678,2.60011,3.14333,1.73202,1.59321,3.49173,1.29665,1.43973,happy
1.94623,2.25368,5.89629,1.67403,1.66836,1.39724,2.22714,1.46892,happy
2.07019,5.69802,3.32971,1.63723,1.94431,3.68779,1.24967,1.5628,happy
1.98106,6.00917,6.00679,1.94117,1.74843,2.65226,1.44519,1.5032,happy
2.17499,3.22414,4.56448,1.6884,1.36381,2.4258,1.45138,1.62044,happy
1.91157,3.20702,3.41372,1.59056,1.43177,2.86767,1.39543,1.51343,happy
2.24745,1.68413,4.25105,1.66846,1.54572,2.08224,1.68542,1.72249,happy
1.69817,3.49228,4.50695,1.92359,1.92316,2.31158,1.51321,1.24864,happy
2.14378,2.12865,2.80024,1.51703,1.41408,2.70488,1.53199,1.62397,happy
2.34764,3.418,4.47609,1.4979,1.80502,2.26639,1.54317,1.85688,happy
1.96512,1.89826,3.35753,1.73351,1.70039,3.17829,1.38972,1.46491,happy
2.00862,1.62087,3.9389,1.79876,1.67196,1.55756,1.98067,1.46004,happy
2.00579,2.56015,3.54352,1.64257,1.60458,2.58714,1.50186,1.51621,happy
1.81761,3.92395,4.15941,1.91701,1.759,2.46259,1.46696,1.32978,happy
2.15842,3.8403,3.68119,1.54563,1.70651,2.40608,1.46222,1.68464,happy
1.75082,4.07518,4.62786,1.83952,1.76066,2.36138,1.53793,1.29074,happy
2.06032,1.93988,3.92255,1.6081,1.60299,3.69794,1.37222,1.54427,happy
2.0484,2.94702,2.70379,1.67192,2.21735,2.7481,1.37794,1.59229,happy
1.6985,2.49637,5.85701,1.61159,1.41833,2.28657,1.71986,1.29073,happy
2.37783,3.12468,3.53929,1.69952,1.68606,1.99732,1.63721,1.76973,happy
1.99667,3.9476,4.44021,1.67741,1.83361,2.00173,1.63189,1.55398,happy
1.63171,2.72139,5.51925,1.69882,1.83604,2.66836,1.53811,1.26057,happy
1.77626,3.26239,3.41255,1.62654,1.73267,3.37477,1.3677,1.35852,happy
2.09259,3.50214,3.67159,1.89459,1.95502,2.92437,1.39555,1.54495,happy
1.95542,5.18236,3.00438,1.77743,1.49373,2.02945,1.53038,1.48899,happy
1.91262,4.10344,3.44817,1.67212,1.7966,2.77297,1.39959,1.464,happy
2.06853,3.85312,3.13296,1.67595,1.95738,3.19162,1.31589,1.61553,happy
2.27942,4.67223,3.29405,1.74435,1.77029,2.37942,1.48355,1.74259,happy
2.11604,6.14444,4.91206,1.66894,1.93884,3.04845,1.34967,1.57678,happy
2.04436,8.64844,3.06345,1.52668,1.93795,4.30746,1.17171,1.61276,happy
1.89274,3.3387,3.66776,1.60162,1.44765,2.2587,1.56715,1.45996,happy
1.93989,3.19465,2.81908,1.75662,1.6039,3.50236,1.33934,1.46174,happy
2.35358,1.89518,3.29748,1.81028,1.24583,1.84654,1.59616,1.76854,happy
1.77079,2.67425,3.87548,1.76525,1.44917,2.46181,1.55343,1.31253,happy
1.80629,2.48257,4.39378,1.58749,1.67608,2.44648,1.56716,1.39825,happy
2.55861,3.83128,2.88858,1.61942,1.44123,2.74098,1.33216,1.99843,happy
2.17868,3.22339,3.65206,1.82721,2.31946,2.55669,1.40121,1.61346,happy
1.92879,5.31455,4.32878,1.59595,1.93031,2.8925,1.35251,1.54112,happy
2.12597,1.77549,8.44619,1.64951,1.69092,1.26705,2.45153,1.6022,happy
1.82246,2.60228,3.67595,1.75662,1.92856,2.92555,1.4269,1.38894,happy
2.04,2.74909,4.06001,1.80214,1.55129,1.74753,1.75152,1.5537,happy
1.87885,3.41702,5.61683,1.92494,1.62445,2.14406,1.65442,1.39039,happy
1.99116,4.57796,3.1433,1.62132,1.56023,3.12391,1.2643,1.51415,happy
2.03438,2.14871,3.562,2.05134,0.91852,1.77527,1.56204,1.39704,happy
1.73922,3.45642,3.20281,1.77907,1.67912,3.09754,1.34242,1.32432,happy
2.01446,2.88059,3.34457,1.58077,1.55001,3.12687,1.37307,1.54396,happy
1.77779,2.41454,8.09893,1.82547,1.64768,1.40565,2.04515,1.31244,happy
1.81346,4.49162,4.18251,1.71927,1.69826,2.86442,1.35319,1.37092,happy
1.89588,3.37655,4.48356,1.72672,1.78705,2.75229,1.46218,1.44305,happy
1.96688,7.35526,4.07376,1.71869,2.04637,3.43069,1.26191,1.48216,happy
2.03385,1.88494,2.94923,1.66445,1.8566,2.23872,1.62151,1.56577,happy
2.31953,4.5836,2.87652,1.61943,2.00306,4.1943,1.2093,1.83611,happy
1.94059,2.74539,3.81694,1.68935,1.46546,2.47408,1.40004,1.50591,happy
1.73545,3.1786,5.12759,1.73417,1.49274,2.05318,1.56841,1.32664,happy
2.24801,4.28079,2.7638,1.56511,2.54721,3.48803,1.24979,1.73977,happy
2.04193,4.59404,2.82206,1.48503,2.22694,3.64383,1.25409,1.63715,happy
1.73016,2.79001,5.71041,1.8291,1.62214,2.52252,1.50248,1.29253,happy
1.76001,5.24319,5.33398,1.96039,1.88969,2.81895,1.42154,1.29113,happy
2.13668,5.99136,3.5171,1.70584,2.04015,2.98676,1.33029,1.60218,happy
1.87172,6.20683,3.31252,1.62887,1.6877,2.40176,1.4527,1.46009,happy
2.24091,2.22858,2.83501,1.63125,1.79234,4.6227,1.26663,1.70525,happy
